"","SiteCode","tmean","tmax","tmin","ppt","ppt.m01","ppt.m02","ppt.m03","ppt.m04","ppt.m05","ppt.m06","ppt.m07","ppt.m08","ppt.m09","ppt.m10","ppt.m11","ppt.m12","temp.m01","temp.m02","temp.m03","temp.m04","temp.m05","temp.m06","temp.m07","temp.m08","temp.m09","temp.m10","temp.m11","temp.m12","Elev_m","Eco3","Eco2","Eco1","SnowDom_Eco","ColdWetMonths","ColdMonths","WetMonths","SnowDom_PptTemp","MeanSnowPersistence_10","MeanSnowPersistence_05","MeanSnowPersistence_01","SnowDom_SP10","SnowDom_SP05","SnowDom_SP01","CalcTime"
"1","AZWM0113",9.43000030517578,17.9899997711182,0.860000014305115,613.789978027344,68.9499969482422,74.1900024414062,73.1100006103516,35.1199989318848,14.6599998474121,8.89999961853027,54.3600006103516,77.5100021362305,54.2599983215332,42.7099990844727,43.9000015258789,66.120002746582,0.209999993443489,1.38999998569489,4.05000019073486,7.6399998664856,12.4200000762939,17.2199993133545,20.3400001525879,19.2700004577637,15.8400001525879,10.1700000762939,4.26999998092651,0.25,2037,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",0,0,12,"Not snow-dominated",26.1374416351318,26.4535236358643,25.358570098877,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"2","AZWM0114",8.75,17.0699996948242,0.419999986886978,545.650024414062,51.8300018310547,52.4300003051758,51.9500007629395,29.4300003051758,15.0200004577637,9.93000030517578,60.2900009155273,85.6399993896484,58.560001373291,38.6199989318848,42.5699996948242,49.3800010681152,-0.740000009536743,0.779999971389771,3.67000007629395,7.05999994277954,11.8699998855591,16.6200008392334,19.8799991607666,18.7199993133545,15.039999961853,9.14000034332275,3.50999999046326,-0.639999985694885,2120,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",2,2,12,"Snow-dominated",30.0327644348145,30.749532699585,33.1037712097168,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"3","AZWM0115",10.1599998474121,18.5599994659424,1.75999999046326,421.570007324219,38.1300010681152,35.2400016784668,37.5200004577637,14.4099998474121,13.1300001144409,8.63000011444092,58.6100006103516,77.2799987792969,44.6500015258789,26.6399993896484,28.5300006866455,38.7999992370605,0.300000011920929,2.16000008583069,5.07999992370605,8.5600004196167,13.4399995803833,18.2800006866455,21.4500007629395,20.2900009155273,16.7800006866455,10.6499996185303,4.67999982833862,0.330000013113022,1967,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",0,0,12,"Not snow-dominated",15.8889713287354,14.9377250671387,13.8834533691406,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"4","AZWM0116",9.02999973297119,16.7800006866455,1.27999997138977,541.590026855469,53.0200004577637,52.5999984741211,46.7700004577637,20.4400005340576,15.1899995803833,8.46000003814697,71.4599990844727,96.5,55.7400016784668,33.5200004577637,39.1300010681152,48.7599983215332,-0.25,1.29999995231628,4.09000015258789,7.3899998664856,12.0600004196167,17.0699996948242,19.9200000762939,18.7800006866455,15.4099998474121,9.28999996185303,3.60999989509583,-0.25,2171,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",2,2,12,"Snow-dominated",25.8874912261963,25.892448425293,25.8189659118652,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"5","AZWM0118",8.78999996185303,15.8500003814697,1.72000002861023,751.640014648438,94.1100006103516,92.8899993896484,76.6500015258789,33.6100006103516,18.9799995422363,8.64000034332275,76.6999969482422,104.559997558594,62.25,42.7599983215332,56.0699996948242,84.4199981689453,-0.28999999165535,0.839999973773956,3.5,6.8899998664856,11.8000001907349,16.8199996948242,19.2600002288818,18.1299991607666,15.25,9.60000038146973,3.83999991416931,-0.189999997615814,2277,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",2,2,12,"Snow-dominated",34.2367362976074,37.4829444885254,37.496883392334,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"6","AZWM0119",11.9300003051758,20.3799991607666,3.47000002861023,708.559997558594,84.3600006103516,84.1600036621094,82,36.1100006103516,19.0400009155273,6.59000015258789,69.4599990844727,94.8000030517578,62.3400001525879,44.9799995422363,51.75,72.9700012207031,3.24000000953674,4.26999998092651,6.75,9.89999961853027,14.5900001525879,19.2600002288818,22.5,21.5699996948242,18.3899993896484,12.6800003051758,6.90000009536743,3.05999994277954,1967,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",0,0,12,"Not snow-dominated",18.9510726928711,19.7829666137695,11.0633869171143,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"7","AZWM0120",9.97000026702881,18.3600006103516,1.58000004291534,542.409973144531,45.1699981689453,45.5800018310547,45.3499984741211,17.7700004577637,15.4799995422363,14.0200004577637,72.8399963378906,91.0800018310547,55.3199996948242,49.2900009155273,37.8499984741211,52.6599998474121,0.829999983310699,2.15000009536743,4.94000005722046,8.31999969482422,12.9399995803833,17.8099994659424,20.5499992370605,19.3799991607666,16.3899993896484,10.6899995803833,5.03999996185303,0.610000014305115,2051,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",0,0,12,"Not snow-dominated",20.3558750152588,20.5912590026855,22.4304046630859,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"8","AZWM0121",8.27999973297119,17.4500007629395,-0.889999985694885,410.070007324219,21.0599994659424,19.9200000762939,20.6499996185303,13.9399995803833,14.6300001144409,15.5200004577637,78.6800003051758,93.5100021362305,49.75,34.3899993896484,21.9400005340576,26.0799999237061,-0.469999998807907,0.959999978542328,3.39000010490417,6.84999990463257,11.3800001144409,15.8100004196167,18.2800006866455,17.1800003051758,14.1899995803833,8.8100004196167,3.54999995231628,-0.569999992847443,2323,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",2,2,12,"Snow-dominated",21.3420448303223,18.1025428771973,15.8061084747314,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"9","AZWM0122",7.17000007629395,15.1400003433228,-0.800000011920929,571.359985351562,34.7799987792969,34.1399993896484,37.2200012207031,23.1000003814697,18.4799995422363,20.8600006103516,99.2399978637695,113.75,62.3400001525879,47.0999984741211,34.9900016784668,45.3600006103516,-1.20000004768372,-0.239999994635582,2.17000007629395,5.51000022888184,10.1099996566772,14.7299995422363,16.7199993133545,15.6300001144409,12.8699998855591,7.8600001335144,2.97000002861023,-1.05999994277954,2617,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",3,3,12,"Snow-dominated",39.8079032897949,38.5348091125488,33.942195892334,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"10","AZWM0123",6.61999988555908,14.8100004196167,-1.58000004291534,605.580017089844,43.5200004577637,39.439998626709,39.6300010681152,27.4099998474121,15.6599998474121,23.4699993133545,96.1600036621094,122.379997253418,58.3400001525879,53.2599983215332,36.5200004577637,49.7900009155273,-1.55999994277954,-0.75,1.52999997138977,5.05000019073486,9.64000034332275,14.1499996185303,15.960000038147,14.9799995422363,12.210000038147,7.34000015258789,2.36999988555908,-1.51999998092651,2646,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",3,3,12,"Snow-dominated",30.3513126373291,33.0792808532715,31.3222846984863,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"11","AZWM0124",11.0900001525879,19.8600006103516,2.3199999332428,560.929992675781,52.3199996948242,49.4199981689453,48.939998626709,23.0900001525879,14.5799999237061,13.4200000762939,75.2900009155273,101.190002441406,51.810001373291,42.0400009155273,37.3899993896484,51.439998626709,1.98000001907349,3.33999991416931,5.86999988555908,9.38000011444092,14.0799999237061,18.9400005340576,21.5200004577637,20.5499992370605,17.5799999237061,11.9799995422363,6.1100001335144,1.79999995231628,1956,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",0,0,12,"Not snow-dominated",21.5080165863037,17.6667137145996,12.3455858230591,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"12","AZWM1588",9.06999969482422,17.3099994659424,0.829999983310699,651.280029296875,62.9599990844727,58.3499984741211,60.1300010681152,28.3500003814697,16.9099998474121,15.5100002288818,81.129997253418,103.48999786377,60.6199989318848,49.9799995422363,46.6399993896484,67.2099990844727,0.219999998807907,1.35000002384186,3.9300000667572,7.32000017166138,12.0699996948242,16.8700008392334,19.3600006103516,18.1599998474121,15.3599996566772,9.82999992370605,4.32000017166138,0.0799999982118607,2217,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",0,0,12,"Not snow-dominated",28.2314109802246,28.8519477844238,29.0685348510742,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"13","AZWM1590",9.93000030517578,18.6299991607666,1.23000001907349,411.410003662109,35.2400016784668,28.0699996948242,35.9599990844727,11.789999961853,9.60999965667725,10.3299999237061,63.2400016784668,71.1600036621094,46.2200012207031,29.0900001525879,30.0400009155273,40.6599998474121,0.5,2.16000008583069,4.90000009536743,8.27000045776367,12.8800001144409,17.8500003814697,20.8899993896484,19.8099994659424,16.3500003814697,10.4899997711182,4.69999980926514,0.379999995231628,2013,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",0,0,12,"Not snow-dominated",16.9852256774902,16.439022064209,14.8749237060547,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"14","AZWM1591",10.1000003814697,18.8299999237061,1.37000000476837,409.989990234375,35.1500015258789,28.0400009155273,35.7799987792969,11.7700004577637,9.56999969482422,10.3000001907349,63.0299987792969,70.879997253418,46.1100006103516,29,29.9099998474121,40.4500007629395,0.610000014305115,2.30999994277954,5.05000019073486,8.46000003814697,13.0699996948242,18.0599994659424,21.1000003814697,20,16.5300006866455,10.6800003051758,4.84999990463257,0.490000009536743,1997,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",0,0,12,"Not snow-dominated",16.8430595397949,16.2708530426025,14.6697950363159,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"15","AZWM1842",7.1399998664856,15.5,-1.23000001907349,636.330017089844,75.5999984741211,65.8899993896484,62.0099983215332,36.0099983215332,20.4400005340576,9.97000026702881,64.9400024414062,99.3300018310547,61.8499984741211,45.4900016784668,43.4900016784668,51.310001373291,-1.79999995231628,-0.620000004768372,1.83000004291534,5.46000003814697,10.0600004196167,14.6700000762939,17.8899993896484,16.7399997711182,13.2299995422363,7.69999980926514,2.15000009536743,-1.66999995708466,2429,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",3,3,12,"Snow-dominated",34.9179000854492,33.3913383483887,32.137638092041,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"16","AZWM1843",6.90000009536743,15.5500001907349,-1.75999999046326,661.700012207031,68.1800003051758,75.4800033569336,69.0500030517578,39.2099990844727,19.8899993896484,11.2200002670288,62.1599998474121,100.230003356934,64.1100006103516,53.5,43.689998626709,54.9799995422363,-2.25999999046326,-1.07000005245209,1.70000004768372,5.34000015258789,10.0100002288818,14.6599998474121,17.7199993133545,16.6200008392334,13.0600004196167,7.34999990463257,1.75,-2.16000008583069,2531,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",3,3,12,"Snow-dominated",29.9671363830566,29.4412841796875,27.8182334899902,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"17","AZWM1848",8.15999984741211,16.8199996948242,-0.5,560.299987792969,54.0999984741211,57.6800003051758,54.2099990844727,32.8899993896484,15.4899997711182,9.89000034332275,60.4500007629395,85.1100006103516,58.7999992370605,43.7400016784668,40.6699981689453,47.2700004577637,-1.35000002384186,0.0599999986588955,3,6.51000022888184,11.289999961853,16.0699996948242,19.3099994659424,18.1700000762939,14.5100002288818,8.61999988555908,2.9300000667572,-1.17999994754791,2172,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",2,2,12,"Snow-dominated",27.2984867095947,24.468240737915,20.9638195037842,"Snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"18","AZWM1853",7.59999990463257,15.789999961853,-0.600000023841858,492.910003662109,24.6900005340576,25.2700004577637,26.7000007629395,17.7700004577637,16.5799999237061,18.9699993133545,90.5199966430664,107.069999694824,58.439998626709,42.8199996948242,28.7800006866455,35.2999992370605,-0.939999997615814,0.109999999403954,2.50999999046326,5.96999979019165,10.5299997329712,15.2600002288818,17.3099994659424,16.2299995422363,13.3999996185303,8.27999973297119,3.27999997138977,-0.819999992847443,2470,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",2,2,12,"Snow-dominated",29.5102462768555,28.2567157745361,25.8978958129883,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"19","AZWM1854",8.4399995803833,17.0300006866455,-0.159999996423721,436.5,22.8500003814697,21.7399997711182,22.7800006866455,15.8000001907349,15.25,16.2700004577637,82.3899993896484,96.6800003051758,52.4199981689453,36.4199981689453,24.1000003814697,29.7999992370605,-0.330000013113022,1.05999994277954,3.51999998092651,6.90999984741211,11.4799995422363,16.1000003814697,18.3400001525879,17.25,14.3500003814697,9.07999992370605,3.82999992370605,-0.370000004768372,2413,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",2,2,12,"Snow-dominated",23.2030162811279,23.4191341400146,21.50146484375,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"20","AZWM1855",6.92000007629395,15.2600002288818,-1.42999994754791,716.679992675781,58.8300018310547,54.1500015258789,56.560001373291,28.6599998474121,25.0900001525879,17.6800003051758,93.379997253418,131.610000610352,67.25,59.2799987792969,46.7000007629395,77.4899978637695,-1.20000004768372,-0.189999997615814,2.1800000667572,5.26000022888184,9.75,14.0299997329712,16.1800003051758,15.2700004577637,12.3400001525879,7.59999990463257,2.8199999332428,-1.00999999046326,2652,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",3,3,12,"Snow-dominated",27.896800994873,30.895544052124,28.2523040771484,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"21","AZWM1867",9.63000011444092,18.1000003814697,1.14999997615814,626.52001953125,66.7399978637695,71.6699981689453,73,39.3800010681152,17.9699993133545,9.02999973297119,55.8800010681152,76.5899963378906,58.8699989318848,44.0699996948242,48.6699981689453,64.6500015258789,0.319999992847443,1.62000000476837,4.44000005722046,7.98000001907349,12.710000038147,17.3199996948242,20.6399993896484,19.5499992370605,15.9700002670288,10.1599998474121,4.5,0.319999992847443,2021,"Arizona/New Mexico Mountains","UPPER GILA MOUNTAINS","TEMPERATE SIERRAS","Snow-dominated",0,0,12,"Not snow-dominated",29.3668079376221,28.4965534210205,26.0793132781982,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"22","CAWM0477",11.4200000762939,14.8900003433228,7.94000005722046,1781.36999511719,268.829986572266,230.490005493164,229.809997558594,145.949996948242,90.7099990844727,50.3199996948242,8.92000007629395,14.1899995803833,28.5400009155273,116.150001525879,257.679992675781,339.779998779297,8.97000026702881,9.39999961853027,9.60999965667725,10.3800001144409,11.8199996948242,12.8900003433228,13.9700002670288,14.25,13.6700000762939,12.5,10.6999998092651,8.8100004196167,10,"Coast Range","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Not snow-dominated",0,0,12,"Not snow-dominated",4.00611114501953,3.49754619598389,2.77769637107849,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"23","CAWM0478",11.6300001144409,15.5,7.76000022888184,1796.28002929688,270.269989013672,233.639999389648,239.660003662109,148.789993286133,89.7600021362305,50.25,8.69999980926514,13.6800003051758,28,115.569999694824,257.850006103516,340.109985351562,8.77000045776367,9.39999961853027,9.68000030517578,10.710000038147,12.210000038147,13.4099998474121,14.4700002670288,14.75,14.1400003433228,12.9399995803833,10.5100002288818,8.60000038146973,10,"Coast Range","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Not snow-dominated",0,0,12,"Not snow-dominated",4.45694398880005,4.08156108856201,3.12165546417236,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"24","CAWM0485",11.6000003814697,19.4599990844727,3.73000001907349,1596.59997558594,279.700012207031,259.399993896484,239.720001220703,118.699996948242,73.0299987792969,34.1699981689453,7.09000015258789,7.17000007629395,23.0599994659424,84.4300003051758,178.570007324219,291.559997558594,3.44000005722046,4.80999994277954,6.96999979019165,9.60999965667725,13.8100004196167,18.2199993133545,21.6599998474121,20.8999996185303,17.8999996185303,12.4700002670288,6.30999994277954,3.07999992370605,942,"Klamath Mountains/California High North Coast Range","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Not snow-dominated",0,0,12,"Not snow-dominated",25.9188194274902,24.0235080718994,16.4025554656982,"Snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"25","CAWM0495",10.9499998092651,19.4300003051758,2.46000003814697,749,117.099998474121,112.5,98.6900024414062,59.7099990844727,46.9000015258789,19.2700004577637,6.1100001335144,6.34999990463257,20.1299991607666,44.2200012207031,91.2799987792969,126.73999786377,2.09999990463257,3.89000010490417,6.57000017166138,9.39999961853027,13.7200002670288,17.9699993133545,21.4799995422363,20.5499992370605,17.1700000762939,11.5600004196167,5.19999980926514,1.80999994277954,919,"Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Snow-dominated",0,0,12,"Not snow-dominated",13.7286777496338,11.3091688156128,14.3447227478027,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
